罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-01-20,11,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-04-13,19,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-06-11,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-08-03,19,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-08-10,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-09-21,16,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-09-27,14,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-10-01,19,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-10-24,20,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-11-14,17,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-11-25,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-11-26,18,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-12-03,19,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-12-27,09,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-12-29,16,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-01-21,20,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-04-28,12,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-05-12,14,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-05-18,08,駐車（輪）場,40歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-10-25,21,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西３丁目,2019-04-23,22,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西３丁目,2019-11-01,18,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,六軒家町,2019-04-15,不明,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,六軒家町,2019-07-08,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,若草町,2019-08-29,08,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,,2019-10-21,07,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,大街道２丁目,2019-07-27,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町４丁目,2019-11-04,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-04-18,12,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-05-24,13,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-08-04,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-08-30,01,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-11-20,08,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町１丁目,2019-02-14,15,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町１丁目,2019-07-26,14,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町２丁目,2019-06-08,23,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町２丁目,2019-08-28,02,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町２丁目,2019-10-04,20,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町３丁目,2019-08-22,13,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町３丁目,2019-10-17,08,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町４丁目,2019-01-10,17,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町４丁目,2019-03-29,10,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町４丁目,2019-08-06,22,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-01-13,03,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-01-19,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-02-09,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-02-11,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-05-13,22,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-07-23,17,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-09-06,16,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-12-18,15,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-12-19,16,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町２丁目,2019-02-02,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町２丁目,2019-03-18,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町３丁目,2019-06-25,21,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町３丁目,2019-09-14,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-04-20,19,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-06-22,20,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-09-19,07,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-10-14,20,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-02-07,16,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-02-13,20,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-05-13,14,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-08-02,22,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2018-08-01,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-03-26,21,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-06-14,18,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-08-19,17,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-08-23,14,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町３丁目,2019-01-30,16,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町３丁目,2019-04-30,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町３丁目,2019-08-09,11,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町４丁目,2019-01-18,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,中央１丁目,2019-11-05,18,その他の住宅（３階建て以下共同住宅等）,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-06-13,03,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-07-28,21,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-11-26,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2018-09-25,16,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2018-11-01,14,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2018-12-16,16,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2018-12-21,20,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2018-12-25,14,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-01-07,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-01-15,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-01-23,13,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-01-25,13,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-02-05,19,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-02-13,07,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-02-13,12,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-02-21,18,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-03-15,不明,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-04-17,12,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-04-24,08,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-05-05,16,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-05-11,17,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-05-21,08,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-06-20,13,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-06-24,09,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-06-24,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-07-07,12,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-07-20,17,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-08-02,09,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-08-05,12,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-08-10,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-09-22,07,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-10-07,18,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-10-14,08,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-10-18,10,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-11-06,12,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-11-15,17,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-12-03,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-12-23,11,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通２丁目,2019-03-19,22,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通２丁目,2019-05-28,22,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通２丁目,2019-06-12,03,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通２丁目,2019-07-18,17,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-01-26,20,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-03-11,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-07-04,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-09-13,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-10-17,03,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-11-14,22,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-11-23,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-12-17,12,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通４丁目,2019-08-13,09,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通５丁目,2019-01-19,15,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通５丁目,2019-06-14,23,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通６丁目,2018-09-01,18,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通６丁目,2019-06-04,07,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町３丁目,2019-03-11,22,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町３丁目,2019-07-09,08,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町３丁目,2019-08-05,20,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町５丁目,2019-05-14,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町５丁目,2019-10-01,18,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町６丁目,2018-12-26,19,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町６丁目,2019-01-07,10,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町６丁目,2019-05-10,21,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町６丁目,2019-06-01,不明,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町６丁目,2019-08-20,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,味酒町３丁目,2019-04-15,20,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,味酒町３丁目,2019-05-25,07,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,味酒町３丁目,2019-05-27,19,一戸建住宅,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,味酒町３丁目,2019-09-20,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,若草町,2018-09-24,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,若草町,2019-07-27,17,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,若草町,2019-08-31,07,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,祝谷３丁目,2019-12-17,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,祝谷６丁目,2019-07-22,18,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,新石手,2019-08-20,17,その他,30歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,新石手,2019-09-21,17,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,立花３丁目,2019-09-08,21,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後一万,2019-01-13,13,一戸建住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後今市,2019-03-17,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後今市,2019-06-24,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後今市,2019-07-22,17,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後今市,2019-12-02,15,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後北代,2018-12-15,05,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後北代,2019-04-19,10,一戸建住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後喜多町,2019-02-21,17,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後多幸町,2019-05-02,23,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-01-19,15,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-03-26,01,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-04-13,22,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-05-11,05,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-05-15,不明,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-08-10,17,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-08-10,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-08-11,08,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-08-12,23,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-11-27,00,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後緑台,2019-05-16,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後町２丁目,2019-05-22,13,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後町２丁目,2019-11-16,07,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,南町１丁目,2019-03-02,15,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,南町１丁目,2019-09-16,09,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,紅葉町,2019-02-02,19,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,紅葉町,2019-08-01,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,紅葉町,2019-09-06,08,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,湯渡町,2019-08-04,23,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,枝松１丁目,2019-06-21,16,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,枝松５丁目,2019-04-01,不明,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,枝松５丁目,2019-04-16,19,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,枝松６丁目,2019-03-08,08,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,桑原７丁目,2019-08-02,22,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,小坂１丁目,2019-10-17,09,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,小坂５丁目,2019-03-22,18,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,小坂５丁目,2019-07-28,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,正円寺１丁目,2019-06-22,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,樽味２丁目,2019-11-07,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,束本２丁目,2019-02-13,12,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,畑寺２丁目,2019-09-17,08,駐車（輪）場,10歳代,高校生,施錠せず
